"","Comment","AuthorDisplayName","AuthorProfileImageUrl","AuthorChannelUrl","AuthorChannelID","ReplyCount","LikeCount","PublishedAt","UpdatedAt","CommentID","ParentID","VideoID"
"107","the only RELIGION BJP YOGI ADYAINANT","Ari Ari","https://yt3.ggpht.com/a/AATXAJxCIhtsCb8Bh3d6t-EAGQQiLl7LVN60LgWtDg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCUxerd8_IoaNt8QzW4Tqedw","UCUxerd8_IoaNt8QzW4Tqedw","0","0","2020-03-13T12:11:16.000Z","2020-03-13T12:11:16.000Z","UgxKy_OlNaujRY_iJj94AaABAg.91_Qv366zoy968atYzXspY","UgxKy_OlNaujRY_iJj94AaABAg","ii7obeNa20g"
"108","Where is original voice","Balachandra Acharya","https://yt3.ggpht.com/a/AATXAJyd4A5iGQkRrVtEvHMLrSjVThUUFDKu2feQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCNn9Q6ZUGTd5whS2MnVdklw","UCNn9Q6ZUGTd5whS2MnVdklw","0","0","2019-12-13T15:33:47.000Z","2019-12-13T15:33:47.000Z","Ugx-fSm8UUPm7LAYT9p4AaABAg.91HTTEWD6sA92UdjDUCrfS","Ugx-fSm8UUPm7LAYT9p4AaABAg","ii7obeNa20g"
"109","it are KRISHNA wordts","Ari Ari","https://yt3.ggpht.com/a/AATXAJxCIhtsCb8Bh3d6t-EAGQQiLl7LVN60LgWtDg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCUxerd8_IoaNt8QzW4Tqedw","UCUxerd8_IoaNt8QzW4Tqedw","0","0","2020-03-13T11:53:14.000Z","2020-03-13T11:53:14.000Z","Ugxtcsp64gzxyW6lv_V4AaABAg.90o9cNrjvaz968ZpOd-bkU","Ugxtcsp64gzxyW6lv_V4AaABAg","ii7obeNa20g"
"110","Learn english","Halloffame P","https://yt3.ggpht.com/a/AATXAJzZPJXU6XbPBMdY0yju84OZe1FZVUjTuPKsUA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCqZEKhWoCz04unD3BeuoiKw","UCqZEKhWoCz04unD3BeuoiKw","0","0","2019-10-30T08:50:09.000Z","2019-10-30T08:50:09.000Z","UgxZqLj-_9cnFTr0HMV4AaABAg.90SUqV7JioF90hcZLnP27R","UgxZqLj-_9cnFTr0HMV4AaABAg","ii7obeNa20g"
"111","Pranam Swamiji. Really agift from God. <U+0001F64F><U+0001F64F><U+0001F64F>","Suresh Babu","https://yt3.ggpht.com/a/AATXAJyGF_9mQqHEuFtjb7wlqL12KZrEzkbcwIIUvA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCBY8Z7tPCU79AuKtuP7H7uA","UCBY8Z7tPCU79AuKtuP7H7uA","0","0","2020-04-27T12:55:04.000Z","2020-04-27T12:55:04.000Z","UgzMBk1ZPtn_JCu3-qh4AaABAg.90KntUFV2ot97xYflkokmx","UgzMBk1ZPtn_JCu3-qh4AaABAg","ii7obeNa20g"
"112","Mr.Manoj ,   "" I  Thank   You""  !     Chandran","Chandran .k","https://yt3.ggpht.com/a/AATXAJyDY651CInW0HJca9vmBReWB4uFG4eIFzBnpw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCAFn3KzkJR4m66OGny28mSA","UCAFn3KzkJR4m66OGny28mSA","0","0","2020-03-23T08:10:22.000Z","2020-03-23T08:10:22.000Z","UgzMBk1ZPtn_JCu3-qh4AaABAg.90KntUFV2ot96XvGvNLQnt","UgzMBk1ZPtn_JCu3-qh4AaABAg","ii7obeNa20g"
"113","Is it original voice of Swami Ji.","RAGHU RAJ SINGH","https://yt3.ggpht.com/a/AATXAJwRDoikvqMnDAQZb1X08iaCuQvHnY7ZGLrR4w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCGBR_jqvRM3qOpkYgWnp0ow","UCGBR_jqvRM3qOpkYgWnp0ow","0","1","2020-02-09T17:48:13.000Z","2020-02-09T17:48:13.000Z","UgzMBk1ZPtn_JCu3-qh4AaABAg.90KntUFV2ot94pEDYrlfca","UgzMBk1ZPtn_JCu3-qh4AaABAg","ii7obeNa20g"
"114","<U+0D28><U+0D3F><U+0D28><U+0D4D><U+0D31><U+0D46> <U+0D05><U+0D2E><U+0D4D><U+0D2E><U+0D2F><U+0D46> <U+0D2C><U+0D32><U+0D3E><U+0D7D><U+0D38><U+0D02><U+0D17><U+0D02> <U+0D1A><U+0D46><U+0D2F><U+0D4D><U+0D24> <U+0D2A><U+0D3E><U+0D24><U+0D3F><U+0D30><U+0D3F><U+0D15><U+0D4D><U+0D15><U+0D4D> <U+0D15><U+0D41><U+0D1F> <U+0D2A><U+0D3F><U+0D1F><U+0D3F><U+0D15><U+0D4D><U+0D15><U+0D41><U+0D28><U+0D4D><U+0D28> <U+0D28><U+0D3F><U+0D28><U+0D15><U+0D4D><U+0D15><U+0D4D> <U+0D35><U+0D47><U+0D31><U+0D46> <U+0D0E><U+0D28><U+0D4D><U+0D24><U+0D3E><U+0D1F><U+0D3E> <U+0D2E><U+0D28><U+0D38><U+0D4D><U+0D38><U+0D3F><U+0D32><U+0D3E><U+0D35><U+0D41><U+0D15>' <U+0D28><U+0D3E><U+0D2F><U+0D15><U+0D1F><U+0D32><U+0D3F><U+0D7D><U+0D46> <U+0D1A><U+0D46><U+0D28><U+0D4D><U+0D28><U+0D3E><U+0D32><U+0D41><U+0D02> <U+0D28><U+0D15><U+0D4D><U+0D15><U+0D3F><U+0D2F><U+0D47><U+0D15><U+0D41><U+0D1F><U+0D3F><U+0D15><U+0D4D><U+0D15><U+0D41>. <U+0D28><U+0D40><U+0D2F><U+0D41><U+0D02> <U+0D35><U+0D4D><U+0D2F><U+0D24><U+0D4D><U+0D2F><U+0D38><U+0D4D><U+0D24><U+0D28><U+0D32><U+0D4D><U+0D32>'<U+0D05><U+0D2D><U+0D3F><U+0D2E><U+0D3E><U+0D28><U+0D2E><U+0D3F><U+0D32><U+0D4D><U+0D32><U+0D3E><U+0D24><U+0D4D><U+0D24> <U+0D1A><U+0D46><U+0D31><U+0D4D><U+0D31> '","SHAHAJISOONU","https://yt3.ggpht.com/a/AATXAJziBTsH7vZyASfFi_tFxEau_5kAHPrEs5eepQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC7jhjdpL_p6uhEkx47bMCLw","UC7jhjdpL_p6uhEkx47bMCLw","0","1","2020-01-10T18:25:55.000Z","2020-01-10T18:25:55.000Z","UgzMBk1ZPtn_JCu3-qh4AaABAg.90KntUFV2ot93c2gNku4Tk","UgzMBk1ZPtn_JCu3-qh4AaABAg","ii7obeNa20g"
"115","Stray dogs care only filth,
and never know good and bad,  keeps barking....","Vasudev Vasudev","https://yt3.ggpht.com/a/AATXAJzD86YS8Z8d-ex1__wyonyp90d2DVBDK_oPTg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC3F1AFVx4Ku95Dl0bibvWiQ","UC3F1AFVx4Ku95Dl0bibvWiQ","0","3","2019-12-01T05:06:23.000Z","2019-12-01T05:06:23.000Z","UgzMBk1ZPtn_JCu3-qh4AaABAg.90KntUFV2ot91zcOU13LM7","UgzMBk1ZPtn_JCu3-qh4AaABAg","ii7obeNa20g"
"116","..... there is no original speech. This Chicago Speech wasn't recorded at all. So there's no question of original or duplicate...","sanket maharaj","https://yt3.ggpht.com/a/AATXAJzEXNcaU2Wd9v0DMAuXjuh4D2Ar-8Fp2kXxEw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCYSnM6v0PCFVCRt9TGnKrBQ","UCYSnM6v0PCFVCRt9TGnKrBQ","0","0","2019-11-29T06:11:11.000Z","2019-11-29T06:11:11.000Z","Ugy3qQo2E9Ctzue776R4AaABAg.9-SwnSxo0RJ91uaDIEhsLH","Ugy3qQo2E9Ctzue776R4AaABAg","ii7obeNa20g"
"117","Digant Bhatt is this someone else repeating his speech?","loke senpai","https://yt3.ggpht.com/a/AATXAJxkDrJa_DJSwABRY6QHwemfluxpDhhnk5B95g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCbKwM5f9UgfTEhDkJFEiFHA","UCbKwM5f9UgfTEhDkJFEiFHA","0","0","2019-10-27T22:19:32.000Z","2019-10-27T22:19:32.000Z","Ugy3qQo2E9Ctzue776R4AaABAg.9-SwnSxo0RJ90bLnqBtJJs","Ugy3qQo2E9Ctzue776R4AaABAg","ii7obeNa20g"
"118","IN   INDIA   VIVEKANANDA    IS   GREAT  !!!   IN   PRESENT   U S A   HE   IS   A   """"O""""  !!!","Punnoose Kc","https://yt3.ggpht.com/a/AATXAJypW7KI4DfxDRTtJDu6N7X5oAsrmppStI_kHQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCpl3wYImUVnlLLS75B6IxSA","UCpl3wYImUVnlLLS75B6IxSA","0","1","2019-10-21T02:29:21.000Z","2019-10-21T02:29:21.000Z","Ugzd2FWGaR196fHGNgB4AaABAg.9-R89zOjZT090KlpTKyKNe","Ugzd2FWGaR196fHGNgB4AaABAg","ii7obeNa20g"
"119","no Amerikan QueenS English,do not understand Amerikaanse this is not his voice","Ari Ari","https://yt3.ggpht.com/a/AATXAJxCIhtsCb8Bh3d6t-EAGQQiLl7LVN60LgWtDg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCUxerd8_IoaNt8QzW4Tqedw","UCUxerd8_IoaNt8QzW4Tqedw","0","0","2020-03-13T12:14:26.000Z","2020-03-13T12:14:26.000Z","Ugyb24NJqKDGyEpUz_F4AaABAg.8zkO6ZxTBIq968bFldXWtG","Ugyb24NJqKDGyEpUz_F4AaABAg","ii7obeNa20g"
"120","That's because British was rulling in India and accent came from them.","Bacharam Kenaram","https://yt3.ggpht.com/a/AATXAJzvOQPNySAZ0uz5hdv4Y7S49u2Ev7qL5Ykh3Q=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCs4MziHKIH2ugT13E6nco6g","UCs4MziHKIH2ugT13E6nco6g","0","0","2020-01-20T19:16:57.000Z","2020-01-20T19:16:57.000Z","Ugyb24NJqKDGyEpUz_F4AaABAg.8zkO6ZxTBIq940tU0XWqvr","Ugyb24NJqKDGyEpUz_F4AaABAg","ii7obeNa20g"
"121","this speech was given in U.S. so it was in english .","chey guvera","https://yt3.ggpht.com/a/AATXAJydIWQcxmLv8jy2_HXrQmBMWaphirs2nf8W0A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC0Kc0nr6EWrAu-v3lLWNzSw","UC0Kc0nr6EWrAu-v3lLWNzSw","0","1","2019-09-30T05:41:59.000Z","2019-09-30T05:41:59.000Z","UgwNcCGzq2WejD5M1x94AaABAg.8zQNh1RAwjk9-V2AxXEuO1","UgwNcCGzq2WejD5M1x94AaABAg","ii7obeNa20g"
"122","KRIHSNA'S teaching only","Ari Ari","https://yt3.ggpht.com/a/AATXAJxCIhtsCb8Bh3d6t-EAGQQiLl7LVN60LgWtDg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCUxerd8_IoaNt8QzW4Tqedw","UCUxerd8_IoaNt8QzW4Tqedw","0","0","2020-03-13T11:58:19.000Z","2020-03-13T11:58:19.000Z","Ugy-I8NQGQwyJJrMBuJ4AaABAg.8woO6W4oKvC968_Pg96xfY","Ugy-I8NQGQwyJJrMBuJ4AaABAg","ii7obeNa20g"
"123","Jai Sri RAM BJP YOGI ADYAINANT","Ari Ari","https://yt3.ggpht.com/a/AATXAJxCIhtsCb8Bh3d6t-EAGQQiLl7LVN60LgWtDg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCUxerd8_IoaNt8QzW4Tqedw","UCUxerd8_IoaNt8QzW4Tqedw","0","0","2020-03-13T12:05:33.000Z","2020-03-13T12:05:33.000Z","Ugw8xCBqvJBQ87GY5cx4AaABAg.8eNIvkOeepJ968aEc90rK3","Ugw8xCBqvJBQ87GY5cx4AaABAg","ii7obeNa20g"
"124","Swami vevekanand speech nice speech","Devendra Kumar","https://yt3.ggpht.com/a/AATXAJzWQRET01qYGdm2k4EArD5Y02KIg-S8tfcWtw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCk894CuKxhVM8bzyOGLS1LA","UCk894CuKxhVM8bzyOGLS1LA","0","1","2019-09-28T17:04:54.000Z","2019-09-28T17:04:54.000Z","UgiWWY6Gqz3ZrHgCoAEC.8PkfUmKY-AX9-R6k1TUbrZ","UgiWWY6Gqz3ZrHgCoAEC","ii7obeNa20g"
